speaker,content
主席,（陳議員秋萍）
主席,目前議員出席人數已達法定開會人數，本席宣布開會。市府工務局代理局長陳局長、研考會陳主委，新聞媒體好朋友、本會同仁、鄉親朋友大家早，今天是112 年10 月3日星期二，今日議程為工務部門工務局、研究發展考核委員會業務報告及質詢，工務局政風室主任劉庭州因參加晉升簡任官等訓練請假，由股長姚鐘惠代理出席。首先請工務局陳代理局長至報告台進行業務報告，報告進行前麻煩局長先介紹各科室主管，陳局長請，謝謝。
工務局陳世仁代理局長,（業務報告：略）
研究發展考核委員會陳淑姿主任委員,（業務報告：略）
主席,（陳議員秋萍）
主席,謝謝工務局陳代理局長及研究發展考核委員會陳主任委員的報告，工務局、研究發展考核委員會業務報告完畢，議員質詢開始前，請議事人員宣讀質詢辦法：(略)。首先請陳皇宇議員發言，請發言。
陳皇宇議員,謝謝主席，請教工務局局長，因為你的案子真的是滿多的，尤其是明年2024 的燈會，很多建設都在高鐵附近，但是我還是有幾項要跟你再追蹤一下，這個是我們關廟大潭埤旺萊公園特色遊戲場，是公園管理科的業務，跟你請教一下，目前的進度到哪？
工務局陳世仁代理局長,目前的進度到9 月20 幾日是八成多，現在已經10 月初了，所以應該也是超過九成，預定在今年的10 月底會完工，是沒有問題的。
陳皇宇議員,確定？
工務局陳世仁代理局長,確定。
陳皇宇議員,因為我早上還特別去公園晃一下，發現周遭還是有一些沒有很完善的，那尤其10月份又即將是國慶日，中間會有一段時間休息，那是否這個進度會Delay？這個要跟你確認。
工務局陳世仁代理局長,不會Delay，會準時完工。
陳皇宇議員,好，不會Delay，因為這個已經從3 月份到現在10 月了，10 月底會完工？
工務局陳世仁代理局長,對。
陳皇宇議員,所以確認這個不會Delay，因為公園放在那裡，只能夠看，不能夠進去玩，也就是第4屆 第2次定期會 市政府業務報告及質詢  1說這個期待很久了，那我不想要因為你重點一直放在高鐵那邊，一直在付出，但是沒有追其他工程的進度。
工務局陳世仁代理局長,不會，這個我們10 月底會完工。
陳皇宇議員,好，那有幾個其他大的建設，這個是關廟砲校遷移的建案，我想請教一下建築工程上，進度是超前還是落後？還是有些超前，有些落後？
工務局陳世仁代理局長,我跟議員這樣解釋，其實是因為它的工期加上了一個疫情，還有在砲校有一些因為砲擊練習的影響，所以說這些加進去的話，它目前的進度是大概超前0.5％左右。
陳皇宇議員,超前0.5％是什麼部分？
工務局陳世仁代理局長,現在目前的進度是大概將近60％。
陳皇宇議員,60％，那其實大家可以看到永康砲校繁榮的景象，當然就期望砲校遷來關廟之後的繁榮是整個copy 過來的，所以我們現在整個來看的話，實際上進度落後的部分就是裡面砲校建案的部分，其他的，聯外道路好像有一些超前的部分？
工務局陳世仁代理局長,對，這邊都陸陸續續，包括第三條聯外道路，這些都已經開工了。
陳皇宇議員,所以我想主要的部分，就是大家也都在討論，什麼時候可以先把人給遷進來？在裡面有19 棟的建物？
工務局陳世仁代理局長,對。
陳皇宇議員,那19 棟的建物是不是可以在年底或者是說明年的什麼時候，恢復正常的進度？那我想這樣才有可能趕快把我們永康砲校的那些人潮，帶進來我們整個關廟，如果這個有落後的話，就算你路蓋好了，人進不來，那我們這邊的發展還是一樣，比其他都還要慢。
工務局陳世仁代理局長,是，我們大概有10 棟左右，在明年的6 月底、7 月初時會先移交給國防部。
陳皇宇議員,所以這個確定是明年底，那幾棟應該就會OK 了，就可以先有一些我們訓練的人才先進來？
工務局陳世仁代理局長,我們在明年7 月的時候就會有將近10 棟先移交給國防部了。
陳皇宇議員,OK，這個部分再確認一下它的進程。好，那第三個也是關廟，我今天講的都是關廟，台19 甲線的拓寬，那我不曉得您知道嗎？它標了幾次？
陳皇宇議員,第4屆 第2次定期會 市政府業務報告及質詢  1工務局陳代理局長世仁：
陳皇宇議員,它有8 次流標。
陳皇宇議員,哇！為什麼會流標那麼多次？
工務局陳世仁代理局長,因為那時候工程相關的主要項目其實起伏滿大的，它分為南段跟北段兩個標，然後北段又分為兩次去招標，結果都流標以後，現在把它併案在一起。
陳皇宇議員,好在土地有先徵收，如果土地沒有先徵收，這個整個計畫案可能會增加多少經費？
工務局陳世仁代理局長,這個部分如果會增加的話，可能會增加大概10％到20％左右，這個預估啦。
