speaker,content
主席李宗霖議員,本會同仁、市府交通局王局長、主計處方處長、財政稅務局李局長、相關科室主管、新聞媒體好朋友，大家好。今天上午的議程為臺南市大眾運輸系統含臺鐵及捷運系統高架、地下化財務規劃及經費來源專案報告，開會時間到12點半。樓上有嘉南藥理大學張淨淳老師帶領19位學生參訪本會，我們歡迎他們。謝謝。現在先請王局長到報告臺為我們進行簡報。
交通局王銘德局長,（略）
主席李宗霖議員,之前大會決議專案報告提案人多給予5分鐘的發言時間，本次專案報告為蔡育輝議員於程序委員會提案，現在想要徵詢在座議員的意見，因為現在比較多議員還沒有進來，是不是早上每個人發言以5分鐘為主，好不好？有沒有意見？沒有，那就是以5分鐘為主，今天依照按燈順序發言，提案的蔡育輝議員於第一次發言的時間為10分鐘，其他議員不分輪次，每次發言時間為5分鐘，如果各位同仁沒有意見的話，今天的專案報告有手語翻譯員協助翻譯，原則上每50分鐘休息10分鐘，所以等一下大概10點20分先中場休息10分鐘，11點20分再休息第二次，現在開始登記發言，有議員要先發言的嗎？謝謝Ingay Tali穎艾達利議員，請。
Ingay Tali穎艾達利議員,謝謝主席。交通局長，我想先跟您報告一件事情。
交通局王銘德局長,議座好。
Ingay Tali穎艾達利議員,您在報告最後一句話講說希望各位議員能夠支持臺南市的重要交通建設，我必須要先糾正這句話，以免變成誤導，首先，臺南市的議員成員，就我參與議會以來到現在，沒有任何一個人反對臺南市重大公路交通建設，特別是過去講的，交通建設這種東西並不是營利事項，是為了滿足市民或國民的公共運輸需求，所以不會用營利與否去計算，這一次會要求做這一個專案報告，據我了解提案人的意思，也並不是在於反對與否，而是在於日後的財源如何處理，所以您花了很長的時間在介紹各個工程，但是其實我們更希望聽到，或者主體應該是財主單位才對，今天看了你的報告，目前提到的，比方說這個報告第19頁，提到各個計畫的項目以及經費的分擔跟預估，這個部分並不是這些工程經費的全貌，因為有的是工程款，有的是規劃，有的是可行性評估，也沒有完整把目前所有線都放進去，還是這個已經是完整的線？
交通局王銘德局長,這個是目前已經有完整的報告可以來呈現經費，只差了綠線跟黃線。
Ingay Tali穎艾達利議員,那個部分的經費又是多少？
交通局王銘德局長,因為路線還沒有確定，我們可以給一個概估。
Ingay Tali穎艾達利議員,對，要概估，為什麼這樣想，您先別急著，最主要是我們更想要知道其中關於自償性經費的部分，財主，能不能哪位先講什麼叫做自償性的經費，主計，還是財務？應該財稅局長，這個東西應該是財務的。
財政稅務局李建賢局長,報告議座，有關自償性跟非自償，在一個計畫裡面，如果當時開發的時候，有預估到後端會有一些收益進來，我們把他視為自償性。
