speaker,content
主席蔡宗豪議員,目前出席人數已達開會人數，本席宣佈會議開始。市府民政局姜局長、各科室主管及各區區長，新聞媒體好朋友及各位議員同仁、市民朋友大家早。今天是10月11日，議程為民政教育部門業務報告及質詢，民政局、各區公所，今天請假官員為東區區公所黃炳元區長，因公赴日參加東區與熊本縣菊池市白龍祭活動。職務由主任秘書陳俊達代理。依照議事日程，上午議程到12點半，原則上不再延長，中場會在10點半、11點半各休息10分鐘。於民政局業務報告完畢再開放讓各位議員按燈登記發言，接著請民政局業務報告，報告前請先介紹各科室主管及各區區長，報告時間以20分鐘為原則。民政局姜局長請至報告台進行業務報告。
民政局姜淋煌局長,業務報告(略)
主席蔡宗豪議員,好，現在開始按燈登記發言，在議員質詢前先請議事人員宣讀質詢辦法。
主席蔡宗豪議員,市議會議事人員：
主席蔡宗豪議員,依據本會議員質詢辦法第3條第2項第2款規定，業務質詢時民政教育委員會議員優先第一輪質詢，時間均為5分鐘。第二輪則不分委員會，依議員登記順序質詢，民政教育委員會議員質詢時間為5分鐘，非民政教育委員會議員質詢時間為3分鐘；如民政教育委員會議員於第二輪質詢中始到場，主席應讓該議員優先於下一位質詢，時間為5分鐘。第三輪以後，依登記順序每一位議員質詢時間均為5分鐘，宣讀完畢。
主席蔡宗豪議員,請Ingay Tali穎艾達利發言。
Ingay Tali穎艾達利議員,謝謝主席。首先先感謝在連續的災情之後，包含民政局所有同仁跟各區區公所所付出的努力以及所承受的委屈。先從戶政開始，民政局姜局長，我想在戶政作業這一塊，特別是關於原住民跟接下來我們在做的，所謂臺南市定原住民，就是平埔族群的部分，很感謝歷年來包含張森穆科長，包含凃秀惠科長以及林秀琴…，對不起，是林月琴科長所做的。就像你剛才說「中秋節快樂」，害我都連在一起了，重陽節就重陽節！你先看這張表，這是針對已經是法定原住民身分，各區男女性別數字的狀況。這個是目前臺南市各個戶政事務所登記市定原住民，就是我們說熟註記部分的資料。請教局長這兩張表有什麼差別、有什麼不一樣？
民政局姜淋煌局長,後來熟註記部分沒有男女的分別。
Ingay Tali穎艾達利議員,還有什麼嗎？
民政局姜淋煌局長,還有這應該要在戶籍地。
Ingay Tali穎艾達利議員,早知道我就不要事先告訴你。好像你很懂、很準確。
民政局姜淋煌局長,幸好這部分您協助提供。
Ingay Tali穎艾達利議員,因為目前第一點，關於平埔族群的部分，你是根據去登記的戶政事務所，理論上既然已經登記了，那在戶政事務所的系統裡面應該就可以知道他原本原留戶籍在哪裡了。因為在哪裡登記是我們提供便民措施給大家方便，不管說你是上班、下班順勢去登記。但都要知道我們所有這些民政、戶政系統，基本上都是依他在籍狀況。
民政局姜淋煌局長,是。
Ingay Tali穎艾達利議員,所以你提供在哪一個戶政事務所登記，坦白說沒意義！所以這點可能麻煩是不是可以開始研議作業方式的改變？第1點，就是可以提供是哪個區；第2點，既然已經有戶政資料，要知道他是男性、女性或其他性別，這應該可以清楚知道了。這會不會很困難，林科長？
民政局戶政科林月琴科長,報告議員，這個我們會來檢討改進。
Ingay Tali穎艾達利議員,不要說檢討改進，因為真的我必須要很感謝你們，我剛講了，從張科長、凃科長一直到您的手上，真的其實我們有交流過非常非常多次，我們今天改善成這樣老實講已經不簡單了。但是為什麼？因為將來為了正式去作業，這個表是目前中央原住民族委員會針對現在的法定原住民所做的各個資料檔案格式，以及他的檔案名稱。你從這邊看就知道，其實這些資料前提就是從所謂的戶籍資料彙整後，報到內政部去，內政部這個資料再被中央原民會使用。所以你看會有這些需求，如果我們現在不開始準備，明年10月才匆忙上路來講，那不是真的就很好笑了！所以凡事豫則立、不豫則廢，對不對？那我們從現在開始，尤其是臺南市作為一個主力，主要去申請有關平埔證明作業案件的當事人來講的話，我們在這一塊的行政作業上，可能必須要做得更前面、更快、更完整。
民政局姜淋煌局長,這部分我補充報告一下，其實我有跟戶政科講，不管你在哪裡登記，一定要回歸你的戶籍地，統計起來比較正確。另外熟註記的部分，應該要儘量配合我們現在有的戶政的規定，例如男女分別部分能做到的我們儘量做充足，正式要辦理時就會很方便，這部份我們會改進。
Ingay Tali穎艾達利議員,你就是嘴巴很會講，要叫人家做。
民政局姜淋煌局長,我有拜託他們做，他們總是比較專業。
Ingay Tali穎艾達利議員,好，這點麻煩一下，最快什麼時候會有結果？
民政局姜淋煌局長,會後請戶政科長跟您報告。
Ingay Tali穎艾達利議員,好，麻煩你。
主席蔡宗豪議員,現在請陳昆和議員發言。
陳昆和議員,局長。蚵寮保吉活動中心第二期的工程款，目前不知道怎麼樣？
民政局姜淋煌局長,工程款那都沒問題，我非常感謝議員的關心、也感謝市長支持，因為第一期做起來之後，要讓市民朋友有更適合的空間，所以等第一期使用執照拿到後，第二期馬上進行。第一期先落成使用。
陳昆和議員,拜託你了。
民政局姜淋煌局長,那沒問題。
陳昆和議員,非常期待！大家也很感謝市長有這種想法跟規劃安排。
民政局姜淋煌局長,是。
陳昆和議員,局長我請教你，你知不知道我們現在的小孩從出生到20歲要花多少錢？
民政局姜淋煌局長,那可能要1千多萬。
陳昆和議員,我在寫博士論文，去查詢統計起來，小孩從出生到20歲剛好花1千萬。所以對生育的獎勵跟獎助，甚至昨天總統在國慶發言，他也講了不少有關於我們民生的問題，但是最重要的都沒講。現在最重要是不是人口的問題？
民政局姜淋煌局長,對，少子化。
陳昆和議員,生育率低的問題。臺灣已經是超高齡社會，明年就已經是超高齡社會。所以對於人口的獎勵，我們民政就沒事可做了。
民政局姜淋煌局長,少子化大家真的要努力。
陳昆和議員,其實臺南市少子化我要跟你們討論的是，我們臺南市的經濟還是落在以前舊的思維裡，造成我們臺南市人口沒辦法增加。剛才我看遷葬計畫裡面，我們的遷葬計畫大概只有兩個，一個是白河、一個是麻豆，剩下的都在溪南。為什麼遷葬計畫都在溪南？我直接告訴你們，溪南比較有發展的價值，溪北只有白河跟麻豆，剩下的都在溪南。善化、安定、歸仁。你不用再講，我有看過才講的。我的意思是說我們現在的發展整個不均衡，發展不均衡我們很大的比例都在臺南市裡人口流動。所以我們看到溪南人口增加，有時候是溪北搬進來的。所以你這樣統計，為什麼我們的人口就維持在180幾萬？人家別的直轄市200多萬一直上升，最主要的原因是我們在舊的思維裡面發展。其實我要批評的是現在擔任總統的賴清德，他當臺南市長於縣市合併時，他擘畫臺南市發展就不正確了，因為當時我擔任市政顧問，他把溪南發展成高科技發展區，南科、光電科技城、沙崙，跟我們現在有的商業城市-府城。溪北是農業發展區跟觀光休閒服務區，結果8年2任的市長，溪北沒有做到半樣農業發展，甚至還把蘭花園區移到仁德。今天人口無法增加是結構問題，所以溪北的產業要加強，臺南市人口才會增加，不然如果這樣下去會繼續縮小，因為溪北人口會愈來愈少。聽聽看你的意見。
民政局姜淋煌局長,這部分幸好臺南市剛好有南科在臺南市的中心，現在它的外移效應，像麻豆或佳里、西港。
陳昆和議員,緩不濟急。
民政局姜淋煌局長,當然溪北部分如果要休閒農業，或甚至是要怎麼發展…
陳昆和議員,民生問題加強一下。
主席蔡宗豪議員,請尤榮智議員發言。
尤榮智議員,謝謝主席。局長，你們是最大的局，工作也最多，37個區長都來了？
民政局姜淋煌局長,都來了。
尤榮智議員,其實也不用每位區長都來，你一個人就可以抵37位區長，科長不要算。我今天要說的是，以前的時代在我們自己的土地就可以埋，後來政府禁止，現在就不能埋。不能埋之後，好幾年前就產生殯儀館，讓人家可以在那個地方公祭。以前都抗議那不能做，但現在很方便，如果在一般比較偏遠的地方，搭設公祭會場都可以，但現在一定要在那個地方，因為在街道搭設行不通，會影響交通，也不方便做生意。所以到後來，現在禁止埋了。
民政局姜淋煌局長,現在有些地方禁葬。
尤榮智議員,還有樹葬，再來是海葬。現在海葬的問題，109年開始最多只有3位而已，到110年有8位。111年提供第二階段優惠，1萬5000元，骨灰暫存1個月免收費。海葬有骨灰嗎？
民政局姜淋煌局長,還是有。
尤榮智議員,都跑到旁邊去了有骨灰嗎？
民政局姜淋煌局長,還沒有出去之前要先讓他們暫置，再選一個風和日麗的日子。
尤榮智議員,放空的嗎？
民政局姜淋煌局長,不是，火化完之後骨灰還是有留下來。
民政局殯葬管理所廖偉登所長,向議座報告，因為海葬需要看海象還有出海的時間，所以它必須要有一個時間讓它暫存。
尤榮智議員,先火化後放著，再找個時間出去灑，一個月不用錢。
民政局殯葬管理所廖偉登所長,是。
尤榮智議員,但這樣還是推不太動，我知道大內那邊有很多樹葬，現在有到1千多個了，現在比較少了。
民政局姜淋煌局長,那邊5、6千個，仁德那邊3千多個。因為這風俗，牽涉到人的觀念。以前的人認為入土為安，一定要入土。後來有火化，火化完之後放骨灰罐，再來儲存。海葬部分民眾慢慢可以接受，儘量推廣。
尤榮智議員,局長，海葬推行不動。
民政局姜淋煌局長,可以。
尤榮智議員,古板的想法，火化完之後要回去祭拜。有的點主點完要回去祭拜。
民政局姜淋煌局長,所以拜神主牌。
尤榮智議員,局長你常常在點主的你知道，點主不是說有兒子的才能點，女兒也可以點，是把靈魂點到神主牌，問題是這樣。
民政局姜淋煌局長,對。
尤榮智議員,現在政府有規定，《殯葬管理條例》中的艱苦人條款。如果要免費用公立的火葬場，包括低收入戶等等，免除殯葬相關費用，這是艱苦人條款，但已經通過了。你看免費的部分好幾萬，2萬4500元。像前次我建議士林那邊離柳殯比較近，免費，只有我們六甲龜子港沒有，對不對？
民政局姜淋煌局長,是。
尤榮智議員,一樣要免費讓人使用，我們的人從北方來，比士林分駐所還近，比較遠的都有補助了，為什麼我們六甲沒有補助？
民政局姜淋煌局長,對啦。
尤榮智議員,這東西通過了，免費，還有加註一句話，標準由直轄市、縣市政府定之。可以不可以是我們臺南市決定的，這你要怎麼處理？
民政局姜淋煌局長,我向議員報告，因為臺南市針對低收入戶或是中低收入戶都有補助。
尤榮智議員,那我知道，我現在是針對這一件，其他的不用說。
民政局姜淋煌局長,這一件內政部有邀請所有直轄市、縣市到中央開會，看艱苦人條款要定到什麼程度，到時候我們會…
尤榮智議員,儘量免費啦，立法院都通過的東西。
主席蔡宗豪議員,請陳皇宇議員發言。
陳皇宇議員,謝謝主席。請問局長，明年度65歲以上差不多佔全國20%以上。
民政局姜淋煌局長,總共預算要…
陳皇宇議員,臺南市65歲以上佔多少比例？
民政局姜淋煌局長,臺南市總共36萬2000多。
陳皇宇議員,這樣是佔多少比例？
民政局姜淋煌局長,差不多1/5、1/6。
陳皇宇議員,這樣差不多是25%左右。所以我們漸漸已經變成超高齡化。剛剛有議員在說不能分溪南、溪北。我覺得我們現在一直在過重陽節，大家都一直在辦活動。辦活動需要什麼？
民政局姜淋煌局長,經費。
陳皇宇議員,經費跟活動中心。
民政局姜淋煌局長,是。
陳皇宇議員,你可以看到長壽會很特別，比如說隔壁的新田里，會跑到另一個後壁區、後壁里來參與長壽會活動。代表什麼？
民政局姜淋煌局長,那個區域裡面沒有活動中心。
陳皇宇議員,不只沒有活動中心，第二個部分是表示這一邊的活動比較有趣。甚至在活動中心裡面很多人參與，活動比較多。所以上一個會期我一直在問你，你有沒有評估活動中心使用率高低的部分。
民政局姜淋煌局長,有，這我們都有統計。比較沒使用的部分我們會請他們加強，包括辦理才藝嘉年華、市民學苑。
陳皇宇議員,所以絕對是沒有分溪南跟溪北，絕對是使用率高及低，活動中心使用率高低的原因，包含活動的頻繁性還有豐富性，所以我要問我們4個區的區長。素美區長，我們仁德哪一個里的使用率最低？
仁德區黃素美區長,使用率應該是都很高。
陳皇宇議員,使用率都很高，很棒！歸仁區朱雅宏區長。
歸仁區朱雅宏區長,歸仁這邊大概就是六甲那邊使用率比較低一點。
陳皇宇議員,為什麼會低？
歸仁區朱雅宏區長,因為那邊可能民眾比較多人務農，平常如果要辦一些活動的話，它的腹地比較不夠。
陳皇宇議員,所以歸仁80多歲以上的長輩很多，因為都種田，很特別。那關廟區呢？
關廟區李賢村區長,關廟區應該是新光里活動中心，因為他們人口數比較少，活動力比較少，設備比較老舊。
陳皇宇議員,還有布袋里呢？活動中心好像不是活動中心。
關廟區李賢村區長,布袋里是集會所，廟他們沒有活動中心，是借那個地方。
陳皇宇議員,對，集會所。龍崎區就很可憐，龍崎區集會所很多。
龍崎區陳新澈區長,報告議座，楠坑集會所，使用率比較低。
陳皇宇議員,大概1年使用幾次？
龍崎區陳新澈區長,目前可能就是選舉的時候，然後平常日可能就是我們里長有需要的時候才會去做一些相關的活動。
