speaker,content
主席李啓維議員,臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士先生、本會各位同仁，以及電視前關心臺南市政的好朋友，大家早安，大家好。今天是10月21日星期一，也是本次定期會第7次會，上午議程為市政總質詢，議員質詢順序為吳禹寰議員、蔡蘇秋金議員、鄭佳欣議員，每位議員質詢時間為50分鐘，不再延長時間。首先請吳禹寰議員質詢，時間50分鐘，吳議員請。
吳禹寰議員,謝謝主席。市長、各位市府團隊的主管，早安，今天我要針對與市政發展密切相關的幾個議題進行質詢，包含新豐區都市發展對於交通的衝擊、臺南捷運的進展與建議，還有沙崙醫院的建設情況，都要來做一個探討。首先，我們來談談都市發展對於交通和停車問題所帶來的挑戰。
吳禹寰議員,臺南市停車的問題真的讓人很頭疼，甚至有市民形容這跟惡夢一樣，每次在市區想要找一個車位，就像在進行一場不可能的任務，可以說難如登天。這樣的情況對於需要開車出門的市民們來說，是一個很大的困擾，許多人為了避免找不到車位時的焦躁不安，甚至乾脆放棄開車，選擇騎機車或者是搭乘計程車，以免被停車位難尋的問題搞得心情很糟，或者耽誤了重要的約定。市區停車供不應求，這無疑是與都市發展步伐快，但停車空間規劃跟不上有很大的關係，那麼當都市計畫的停車空間，無法跟上都市發展的需求時，市政府應該如何因應這些問題？同時市民朋友也想知道，市政府是不是有具體的規劃，解決停車位不足的問題。更重要的是，這些停車問題的背後，不僅是造成市民生活上的不方便，還有可能帶來更廣泛的影響；例如許多市民為了找個停車位，在市區開車一直繞來繞去，進而造成交通堵塞，增加汽車廢氣的排放，對我們的空氣品質也會產生負面影響。交通局局長，請你先回答這個簡單的問題，市政府是否有持續針對臺南市區以及一些重要觀光景點的周邊停車問題進行全面調查，並分析、了解停車位供需失衡的具體原因。請問你們有調查嗎？
交通局王銘德局長,謝謝議員。有，交通局這邊有掌握不管是臺南市區，或者是市郊路邊停車格位以及路外停車場所有的情形。另外，議員講得很對，在舊城區的都市計畫上，若無法劃設路外停車場用地，我們會就道路空間是否允許，當然行車安全最重要，在確保行車安全後，若有足夠的路面空間，才會劃設路邊停車格，所以這是最後不得已的解決方法。議員也提到，在都市計畫規劃的時候，比如重劃區，都市計畫單位會把路外停車場的用地劃下去，我們就會優先來開闢成平面，隨著市區的商業活動跟住宅的發展，當有機會把它立體化來增加停車空間的時候，我們也會朝這樣的方式來做。最近我們在向中央爭取的前站停車場，就是循這樣的模式來處理。
吳禹寰議員,所以未來也是有機會的，那麼就儘量爭取立體式的，這樣停車位可以較多一點。
交通局王銘德局長,另外向議員補充，最近在處理公共設施解編，我們會跟都發單位討論，是不是能夠在解編過程中，再劃設適當的路外停車場空間，我想這也是在都市計畫的程序裡面，可以去……
吳禹寰議員,需要注意到的地方。
交通局王銘德局長,是。
吳禹寰議員,臺南市的停車問題已經成為市民共同的困擾，這不僅影響到市民的日常活動，也影響城市交通的流暢度和環境質量，期待市政府能夠更重視這個問題，提出具體的解決方案，讓所有市民能夠更便利的享受臺南在地生活，局長先請坐。
交通局王銘德局長,謝謝議員。
