speaker,content
主席李啓維議員,開始開會！臺南市政府黃市長、方秘書長、各局處首長、新聞媒體各位女士先生、本會各位同仁，以及電視機前關心臺南市政的好朋友，大家早安、大家好。今天是6月6日星期二，也是本次定期會第11次會議，上午的議程為市政總質詢，今天議員的質詢順序為李宗霖議員、林冠維議員、陳怡珍議員，因手語翻譯的關係，原則上每50分鐘休息5至10分鐘。首先請李宗霖議員質詢，時間50分鐘，李議員請。
李宗霖議員,市長、各位長官早安，不好意思麻煩市長先質詢，最近臺南市的事情比較多，所以我想要先請問市長，你從政的初衷是什麼？
黃偉哲市長,希望替民眾服務。
李宗霖議員,是，這是每位從政者最基本的初衷，我想要替你們回顧一下，民進黨其實在臺南已經揹著本土榮光30年的時間，我的算法是從1993年陳唐山縣長開始當臺南縣長時，一直到現在，臺南市都是由本土的民進黨執政，所以市長應該要覺得很光榮，能夠當2屆的市長，大家給了你這個機會，應該是這樣吧？
黃偉哲市長,我抱著很感恩的心，尤其是對前輩跟市民，市民的肯定、前輩的成績，所以打造我們能繼續為市民服務的機會。
李宗霖議員,但是我發現本土稍微在倒退，為什麼這樣說呢？因為最近臺南市有很多事件發生，包括昨天歸仁區又有一件槍擊案，開了10多槍，3天前還有水產攤的25槍，大家也知道88槍的案子，雖然88槍是國民黨王文宗他們所做，但問題是臺南市市民沒辦法分辨子彈是藍還是綠，是本土還是非本土，我們只能知道臺南市是否安全？局長跟市長你們有辦法解釋接連的這幾起事件嗎？
黃偉哲市長,我相信以臺南市來講，一般百姓是安全的，當然我們要更加佩服、感謝基層的員警，為了要維護市民安全所做的努力，包括你剛剛說的25槍，趕到現場的員警，使用的是短槍，而歹徒是持自動連發的衝鋒槍。
李宗霖議員,沒錯。
黃偉哲市長,如果他轉身對車輛掃射，對員警的生命會造成很大的危害，員警非常勇敢開槍，我也很感謝他們的努力。
李宗霖議員,沒錯，局長，基層的員警用生命在保護臺南市，但我想要問的事情是，包括我昨天在咖啡店做質詢的PPT時，民眾跟老闆也問我，為什麼現在臺南市這麼多槍枝？這麼容易取得嗎？現在是全民普發嗎？為什麼槍枝這麼多？
警察局廖宗山局長,關於槍枝，有很多層面可以來說這件事情。
李宗霖議員,簡單說，我的時間不多。
