speaker,content
主席周嘉韋議員,臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士先生、本會同仁及電視前關心臺南市政的好朋友，大家早安、大家好，今天是6 月4 日星期二，也是本次定期會第16 次會，上午議程為市政總質詢，今日議員質詢順序為王宣貿議員、蔡蘇秋金議員、吳禹寰議員，每位議員質詢時間50 分鐘，原則上不再延長，王宣貿議員，請。
王宣貿議員,謝謝主席。市長、各局處首長、電視機前面的觀眾朋友以及媒體先進，大家早安、大家好，我是臺南市議員王宣貿，要進行臺南市議會第4 屆第3 次的市政總質詢。首先問一下市長，我們現在時下最夯的新聞議題跟趨勢是什麼？
黃偉哲市長,應該是黃仁勳NVIDIA、蘇姿丰AMD。
王宣貿議員,沒錯，現在最夯的議題就是AI 議題，我今天特別穿這樣就是怕市長答錯。賴清德總統就任的時候就說他要以半導體為基礎打造AI 島，其實現在AI 在各個地方、世界都是領先的潮流，我們要掌握機會，把AI 帶到臺南市。除了黃仁勳，臺南女兒蘇姿丰也都回來到臺灣，她也說要準備投資50 億在臺灣，那她會投資在哪裡？我覺得我們應該要好好地掌握先機。我看這兩天的新聞都圍繞在AI 上面，所以我們應該來做這些準備，其實我在第一次總質詢就開始提出AI 的產業園區，當時我也跟市長說是不是有機會在大新營地區催生AI 產業園區，那時候你說我們可能沒辦法當領頭羊，但是我們絕對不會脫隊，請經發局長回答一下，經過了1 年，大概有怎樣的規劃？我們做了哪些準備？又或者是在哪些地方，我們評估了這些地區來執行？
經濟發展局林榮川局長,跟議座報告，有關於AI 可能的園區我們溪南溪北都有去進行評估，目前比較成熟的是以沙崙為重點，因為沙崙本身就有AI 人工智慧學校還有一些晶片設計廠商，以及一些終端製程的研發廠商，所以目前會集中在那個區位。
王宣貿議員,好，溪南溪北都有評估的話，後續再來跟你做個探討。整個AI 其實有分很多，不管是上游伺服器的晶片或零組件，還是中游的組裝廠、品牌廠，又或者是下游的軟體服務公司等，像經發局剛剛提到沙崙那邊有一些AI 學校之類的，我覺得應該要想辦法將它連在一起。
經濟發展局林榮川局長,是，我們目前上游廠商知名的包括聯發科、聯詠等在我們這裡都有設廠，都是大家比較耳熟能詳的，另外有關今年代工的部分大家知道的就是台積電跟聯電，設備廠商的部分包括荷商艾司摩爾、美商應材、日商東京威力、荷商ASM、德商創浦等等，這些都已經在臺南有廠了，下游的部分包括富士電子、東洋先端科技等等，這裡有完整的產業供第4屆 第3次定期會 市政總質詢 672應鏈，可以做為很好的AI 基地。
王宣貿議員,聽起來已經有這麼多的上游、中游、下游廠商，我相信可以好好準備一個區域讓黃仁勳或是蘇姿丰覺得臺南已經準備很多，讓他們有機會把這些錢投資在臺南。
經濟發展局林榮川局長,市長一直秉持一個原則，如果我們沒有準備好就安靜不吭聲，不過如今我們都已經準備好了，只要他們願意來，隨時都可以進駐。
黃偉哲市長,舉個例子簡單說，2016 年小英當選總統的時候會選擇沙崙做5+2 產業園區的重點發展，就是因為當時市長賴清德已經把沙崙綠能園區未來規劃藍圖準備好了，因此當賴清德拿案子給她之後，她在短時間內就有一些確定的政策落腳，而不是光嘴巴談談，而且沙崙過去從蘇煥智一直到賴清德等，這些年來的經營已經有很好的成果，當它準備好，小英自然水到渠成，所以可以看到中研院、工研院跟國家實驗研究院、陽明交大跟未來的成大等都一直在那邊，現在不管是黃仁勳或者是蘇姿丰或是其他外商我們都很歡迎，當他們要來尋找一個資料中心或研發中心的時候，它就會問有哪些地方準備好了，當很多地方都準備好的時候，就變成一個選擇，這個選擇有時候是產業、專業，有時候是政治的選擇，但是如果沒有準備好就不用跟人家談。
王宣貿議員,謝謝市長。去年質詢後聽到你這樣的回答，相信我們蠻有機會迎接更好更好的廠商進來，至於增加上中下游等，剛剛提到溪北溪南還有很多地方可以去評估運用，我們也有討論到那些區塊要怎麼運用，這部分希望再繼續來努力。
王宣貿議員,聽了這麼多AI 產業，各科室要怎麼運用AI？請問各局處，知道你們科室有AI 的舉個手好嗎？大概都有舉手，如何運用AI 提升市民的便利，或者是在公務上面的提升都有很大的空間可以來探討，我也準備跟一些科室大家來討論。首先從環保局來說，現在臺南遇到垃圾量沒辦法處理，那資收分類就非常重要，像新北市就採用了AI 篩分得更細來減少垃圾量，嘉義縣則是AI 語音客服，高雄、桃園、雲林、臺中是運用AI 空汙警測，業務報告質詢也提到過，那些亂載垃圾到我們這邊的要如何透過AI 系統去抓到等等，我想這都可以好好的運用，針對這部分麻煩局長做個回覆。
環境保護局許仁澤局長,其實應該不只這裡，那天他在演講時候提到的空氣汙染模擬、氣候變遷的模擬等也非常有用，還有化學物質的判定跟屬性的判定事實上都已經用AI 在判定了，垃圾追蹤的部分我們已經有跟警察局合作監控，我們有個圍籬系統，這部車輛從北部下來的時候我們就開始監控，系統也開始啟動，大概每個領域都可以做AI。
王宣貿議員,沒錯，每個領域都可做AI，我特別把空氣汙染畫出來，像桃園在各工廠附近都已經裝了警測，透過AI 來運算他是不是偷排。
環境保護局許仁澤局長,溯源的效果會很好，就是測出來空氣品質不好的話可以去追到汙染源。
王宣貿議員,第4屆 第3次定期會 市政總質詢 673對，怎麼樣即時抓到不良廠商我覺得這是環保局未來可以執行的方向。
環境保護局許仁澤局長,是。
王宣貿議員,除了化學可以追蹤，局處的資料也可以做統合。消防局的部分要怎麼去用AI，假設未來AI 可以套用到消防局，工廠火災爆炸的時候，可以透過AI 演算告知消防員這個工廠裡面有什麼易爆炸化學物質、易燃燒物料等危險，或者是在空間領域上可以先告知消防員怎麼去處理，例如新聞右上角，他在傳播無線電的時候因現場太吵雜沒被發現。我後來發現雲林有透過AI 將傳播過來的無線電轉換成文字來告訴現場指揮官，協助指揮官跟現場人員，我想這個運用對消防弟兄救災時是很好的幫助。
消防局李明峯局長,對，我們一直都在這方面努力，我也有在網路上看到兩個機器人在打架，我想它如果商品化，要進火場我就請這些人進去就好了。
王宣貿議員,有機會用到這個時候是最好。
消防局李明峯局長,我們同仁現在也有用AI 在做宣導，局裡面有一個小組在研究這個部分。
黃偉哲市長,剛剛消防局李局長也跟你報告，這是事實，以這次新竹那兩位勇敢的消防員為例，他已經進去火場，可是沒有列入管制名單裡面，中控臺就會忘了要隨時監控他，這個如果交給AI，他一進去AI 就可以隨時判斷他的生命徵象、氧氣存量等，這個比人為更不會發生疏漏，類似這樣的狀況，將來怎麼用科技保障第一線警消安全，這變得很重要。
消防局李明峯局長,另外補充一下，AI 很好用，但人也不能沒有使用，所以我們東、西、南、北四個面都有分區指揮官，也都有管制，誰進去誰的名牌就會拿起來掛在安全看板上，空氣瓶耗盡前10 分鐘就要叫他們出來，我們有養成這樣的習慣。
王宣貿議員,好，謝謝。有時候可能現場會有些疏漏，我認為AI 是可以輔導跟幫忙的，未來可以好好的來運用。再來，消防局是以救護為最大宗對嗎？
消防局李明峯局長,對。
王宣貿議員,有時候救護回來有很多資料要統計，也是有機會運用AI 來協助，減輕消防人員資料上的建檔時間，增加他們的休息時間。
消防局李明峯局長,現在他們救護的時候面板就可以點，面板有所有的救護紀錄。
王宣貿議員,對，但有時候回來要建檔、或資料要上傳雲端、要怎麼分類，AI 我覺得也是個協助的方式。
王宣貿議員,第4屆 第3次定期會 市政總質詢 674消防局李局長明峯：
王宣貿議員,這個市長老早就支持這方面的預算，系統我們老早就建立好了。
王宣貿議員,好，謝謝局長。再來是交通局，之前我去參加智慧城市展看到很多交通上的AI 運用，例如高雄運用到演唱會經濟，也是透過AI 運算去舒緩車輛、人潮，我看到歸仁交流道有做個運算，是嗎？
交通局王銘德局長,是，今年在建置，應該下半年就會完成。
王宣貿議員,現在只有在歸仁，未來是不是有機會擴展到各個地方？
交通局王銘德局長,謝謝議座，交通流量的特性其實是最適合用AI 來學習及控制，因為交通量每天都不一樣，是一個動態的變化，在108 年大臺南智慧交通中心成立之後，所有的號誌都可以連到中心來控制，我們逐步在單一路口用AI 來辨識即時車流以及做即時燈號的控制，這對於每天不一樣的交通變化來說，可以讓交通疏解達到最快的效果。在市長的支持下，我們去年開始用路廊式，目前已經完成安定交流道跟小東路大灣交流道這兩條，今年正在建置仁德交流道跟永康交流道這兩條路廊，因為我們知道車流有方向，應該要整條路廊式的一起辨識，如果只疏解一個路口，下游沒有疏解掉的話，對於交通疏導的效果是有限的，這是我們這幾年工作的重點。
王宣貿議員,謝謝局長。剛剛提到所有的號誌會回到我們中心，大溪北地區的新營交流道是不是也有機會運用？是不是運用之後就會減輕事件？
交通局王銘德局長,目前已經有運用，可是它只有單一入口的控制，所以效果有限，硬體建置最有效果的就是把車流量分流，把容納車流的容量可以增加，這些環境必須先改善，之後我們會把新營交流道復興路跟長榮路納入路廊式的動態號誌的控制，這個是未來整體有效疏解要推動的工作。
王宣貿議員,謝謝局長。柳營有一個待轉格跑出來變成了待撞格，這個議題後來到智慧展的時候知道有一個系統用車去巡迴發現出標示不清或是標示缺失，再透過AI 去判斷及時回報到我們這邊。
交通局王銘德局長,這有點像是GOOGLE 的探偵車，不只是巡路上的標誌、標示、牌面，也可以巡路面的品質，國內的技術正在發展，有幾個城市正在嘗試引進這樣的技術來協助，可以大量減輕人力的負擔，因為過去路面的巡檢、標線模糊脫落等等都是靠回報，如果未來有這樣的工具，可以協助我們定期去全面巡檢一次。
王宣貿議員,對，巡檢車拍到的時候順便把座標等等資訊回傳，所以我認為是一個快速方便而且可以減輕人力的方法，因為交通局的工作量也很大，假設一個一個去巡視跟回定位，對第4屆 第3次定期會 市政總質詢 675他們來說也是一個負擔，假如有機會運用AI 的話就可以提升效率。
交通局王銘德局長,是，沒問題。
王宣貿議員,我大概舉這三個科室，其實還有很多科室，例如衛生局在登革熱上怎麼運用AI，社會局或是警察局也可以透過巡查車去辨識路上車牌是不是有問題或是違法，這樣警察不用一個一個核對，畢竟警察頭腦也沒辦法記那麼多。其實其他縣市有在巡邏車上面裝系統可以即時判斷去追查贓車等等，我覺得警察局未來也可以朝這個方向去努力。
警察局廖宗山局長,臺南市也有，警政署出錢由臺南跟桃園先試辦。
王宣貿議員,那效果還好嗎？
警察局廖宗山局長,效果還不錯，在巡邏的時候自動就判斷攝影到的相關車輛是不是有問題並通知，包括贓車或追緝的車輛。
王宣貿議員,好，這些是上網查到的很多AI，臺南在AI 的運用上已經偷偷做了很多，謝謝局長的回答。社會局要可以運用AI 運算來做資源分配，也可以透過AI 減少出錯，例如照管中心主任可以用AI 來取代，因為他太常出錯了！要怎麼在各個局處運用AI，我覺得大家可以好好來思考，後面還有一些自由發言時間，我會來跟大家討論，怎麼讓各局處運用AI 認識、學習是大家要去努力的，最重要的是需要市長的支持，市長，這個部分你同意嗎？
黃偉哲市長,一定會全力支持，用AI 來增進公務效率只怕我們做得不夠多，因為我永遠覺得很多公務上的人力是可以被取代的，最近AI 在發布的時候，尤其2022 年11 月開始就很多人擔心他的職業被取代，事實上現在很多公務工作是可以用AI 來增進效益的。
王宣貿議員,我認為它是增進效益而不是取代，其實我們智慧城市做得很好，但怎麼套用AI 讓臺南市更好，我這邊準備了一個連署拜託市長簽一下，希望市長可以好好朝這個方向來努力，打造智慧AI 臺南市，提高公務人員效率以及改善我們民生服務。
黃偉哲市長,好，謝謝。
王宣貿議員,謝謝市長，希望各局處也可以朝這個方向來努力。接下來要探討的是嘉南生活圈串聯大溪北的議題，地圖上可以看到大溪北是完全連接著嘉義縣的，不管是後壁或者是白河，都是連接水上跟鹿草，義竹布袋就是連接著鹽水跟新營，布袋還有連接到學甲跟北門，除了連接在一起，甚至連生活圈都是一樣的。吃的水也都同樣來自烏山頭水庫，連文化都是相近的，比如鴿笭文化季，也非常謝謝文化局，在我上次業務質詢提出之後，努力的跟嘉義縣做合作，看未來怎麼去串聯鴿笭文化，讓嘉南一起創造一個不一樣的鴿第4屆 第3次定期會 市政總質詢 676笭文化季讓大家看到，我覺得縣市的合作可以打造更不一樣的未來。我們連廟宇文化都是一樣的，下茄苳的茄苳媽會到36 個村莊跟59 間宮廟，也是擴及嘉義縣，鹽水護庇宮跟武廟也常常北巡到嘉義縣，其實整個大溪北的文化、產業、民生都跟嘉義是一樣的。
王宣貿議員,再來探討民生的部分，身為民意代表常常要跑公祭，我在鹽水、新營常常遇到義竹、布袋的，因為他們到新營或鹽水比較近，但白河的民眾有時候跑嘉義殯儀館比較近，那我們要怎麼去跟嘉義縣談市民要到嘉義殯儀館辦喪事的時候有沒有辦法減免，或者是嘉義、布袋的鄉親到我們這邊比較近，我們有沒有辦法給它做減免，做個交換讓民眾更好更方便。例如鹽水人在鹽水殯儀館有比較便宜，那他們就會來，這個部分可以來做個討論，局長有沒有做打算？
