speaker,content
主席林冠維議員,目前議員出席人數已達法定開會人數，本席宣布開會，市府農業局李局長、地政局陳局長及各科室主管、媒體好朋友、本會同仁、各位鄉親父老大家好，今天是 112 年 5 月 8 日星期一，本日進行的議程是財經部門農業局及地政局業務報告及質詢，首先請農業局李局長至報告台進行業務報告，報告進行前請局長先介紹各科室主管，謝謝。
業務報告農業局李建裕局長,（略）
業務報告地政局陳淑美局長,（略）
主席林冠維議員,謝謝陳局長的報告，請回座，謝謝，農業局、地政局業務報告完畢，開始進行議員質詢，請議事人員宣讀質詢辦法：依據本會議員質詢辦法第 3 條第 2 項第 2 款規定，財經委員會議員優先第一輪質詢，時間為 5 分鐘。第二輪則不分委員會，依議員登記順序質詢，財經委員會議員之質詢時間為 5 分鐘，非財經委員會議員質詢時間為 3 分鐘；如財經委員會議員於第二輪質詢中到場，主席應讓該議員優先於下一位質詢，時間為 5 分鐘，第三輪以後，依登記順序每一位議員質詢時間均為 5 分鐘。謝謝，請陳怡珍議員發言，謝謝。
陳怡珍議員,"謝謝主席，我想我們先來跟農業局討論一下 6 都現有的這個寵物公園的數量，在臺南，其實不管是跟臺北、新北、桃園、臺中比起來，我們跟高雄一樣，都是只有 2 座，那這 2 座就是6 都裡面最少的，然後我們來看這 2 座是位在哪裡，一個是在我們的安平寵物運動公園，一個是在南瀛綠都心的寵物公園，剛剛啟用沒多久，臺南目前只有 2 座，那我們再看看與其他 6 都的比較，在 6 都的比較表裡面，我們看到在 6 都裡面，以寵物犬數來換算現有的這個寵物狗公園，其實臺北、新北、桃園，大概都是前 3 名，那臺北市平均每 6,600 隻犬隻，就可以有一座寵物狗公園，位居 6 都倒數之二的這個臺南，我們大概有 40,000 隻的寵物犬，結果只有 2 座這個寵物公園。"
陳怡珍議員,所以我們看到其實在臺北市跟桃園市，每一個行政區都有一座這個寵物公園，那臺北 12 區，現在有 19 座的寵物公園，平均每一區有 1.6 座；桃園市有 13 區，現在有 19 座的寵物公園，平均一區有 1.5 座；新北市有 29 區，目前是有 21 座。那我們臺南，我們有 37 區，目前只有兩座這個寵物公園，在 6 都的這個寵物公園裡面。其實可以看到他們的成長是非常的快速，那在2018 年的時候，大概只有 30 座，然後到 2023 年，成長到 68 座，這裡面就是以臺北市、新北市、桃園市是最積極的，那臺南呢？我們臺南目前有沒有規劃說：是不是每一區都應該要有一座這個寵物公園？處長，目前的規劃是怎麼樣？
動物防疫保護處吳名彬處長,跟議座報告，對於寵物運動公園的一個推動，其實在農業局這邊也相當的支持，動保處這邊也相當的一個努力。
陳怡珍議員,是。
動物防疫保護處吳名彬處長,我們現在是打算未來我們每年都會來編預算，來做相關的增列的動作，不過在臺南我們現在也遇到一個狀況，就是其實我們在相關的評估跟規劃的時候，有時候在地的，我們的里長或民眾，有時候會有不同的看法，比如說有會勘過了幾個地方、在地的……
陳怡珍議員,那目前還有沒有已經比較有機會成型的這個寵物公園？
動物防疫保護處吳名彬處長,其實我們大概會優先在一些地方的話，是里長這邊跟民眾這邊，第一個有需求。
陳怡珍議員,地方可以接受的前提，然後大家達成共識的前提之下。
動物防疫保護處吳名彬處長,是。
陳怡珍議員,好，再下一頁，我想其實我們希望說繼續來增設這個寵物公園，目前聽起來，其實除了這2 座以外，第 3 座在哪裡？其實還未知，因為其實可能還需要地方很多的意見，但是希望動保處這邊再努力，因為目前只有 2 座，其實真的是太少了，對於是我們這些這些毛小孩來說，真的專屬於牠們的活動空間，真的太有限了，我想這個部分，請動保處這邊要再加油。
陳怡珍議員,另外，這個流浪犬的暫時安置處，我想那一天處長可能有事，由吳宇寰議員這邊，還有當地的成功里的鄭晴而里長、還有我代表陳亭妃委員服務處，我們一起來到仁德這個地方，看了一個這個流浪犬暫時安置處，我覺得那個地方，真的地方的支持，然後環境也很適合，也希望說督促農業局動保處這邊要加速地來處理，我們希望好不容易在地方的支持下，我們找到這個流浪犬的暫時安置處，應該要加速來辦理，目前的進度怎麼樣？
動物防疫保護處吳名彬處長,跟議座報告，也感謝兩位議座對於這個點的一個支持，那當地里長也很積極來協助，找這個地方，跟相關民意的部分，他有去溝通了，所以我覺得這個地方成型成功的機會滿大的，那我們同事這一邊，已經排定在 5 月 10 日要跟相關的規劃團隊過去，做現場的一個初步規劃，然後也同步，因為它的土地是台糖公司的，那我們會來洽詢做相關租用事宜。
陳怡珍議員,那天台糖公司也有出席，也表示樂觀其成。
動物防疫保護處吳名彬處長,是。
陳怡珍議員,我想好不容易，不管是地方，還有各方面，還有經費上，我想應該要加速來處理，要加速來成型。
動物防疫保護處吳名彬處長,是，我們再來加速。
