speaker,content
主席陳昆和議員,會議開始。臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士先生、本會各位同仁，以及電視前關心臺南市政的朋友，大家早安，大家好，今天是 5 月25 日，星期四，也是本次定期會第 3 次會，上午議程為市政總質詢，議員質詢的順序為李文俊議員、周嘉韋議員、盧崑福議員。首先請李文俊議員質詢，時間 50 分鐘，李議員請。
李文俊議員,謝謝主席。市長、秘書長、各局處首長以及本會所有員工大家早，大家好。今天是文俊的市政總質詢，感謝市長率領各局處首長前來備詢，今天要跟大家就市政做探討，市長，我要多少稱讚你一些，我從善化前來臺南市區時，沿路都看得到我們的交通，這段時間內為了交通的問題，我常常呼籲大家有孩子的要帶好、顧好，當然我們在交通方面的單位有交通局、警察局，一定要將交通治理好，我從善化來市區都會走臺 19 甲線，再接往國道 8 號，於國道 8 號下交流道後接至安南區，往市政府的方向過來，我覺得交通方面治理得不錯，燈號也管控得很好，當然最主要還是得仰賴我們全臺南市市民的行車素質，我覺得我們在交通這塊做得很不錯，因為這段時間我們的交通備受攻擊，所以我認為有時候我們也要說一些良心話，就這點我要先在這邊給予你肯定。
李文俊議員,再來我在這裡要向地政局請教一下，我記得我們在 3 月 28 日有召開各委員會審查議案的會議。局長，我現在要請教你，黃姓員工總共曠職幾天？
地政局陳淑美局長,跟議員報告，他是曠職半天。
李文俊議員,半天而已？
地政局陳淑美局長,是。
李文俊議員,可是媒體怎麼會寫曠職數日？就我的理解上，由於我以前曾經擔任過善化鎮鎮長，如果曠職 3 天就不用再多說了，所以我覺得應該是你們內部有丟出一些資料給媒體，我相信媒體都會秉著良心來寫，不過有一些媒體只要想到剛好有這個題材可以寫，就會開始大肆鋪張、隨便亂寫，我認為是曠職半天，剛才局長自己也說黃姓員工是曠職半天，而非曠職數日。
地政局陳淑美局長,是，這要提出來澄清一下，他是曠職半天，曠職半日與曠職數日在程度上是不一樣的。
李文俊議員,當然，所以我才說如果他真的有曠職數日，那麼我連講都不會講，也不會去問你們了，因為曠職 3 天，自己就要自動解職，我們要知所進退，大家應該都要有這樣的素養。
地政局陳淑美局長,這有法規規定。
李文俊議員,對，接下來，因為當天我們在民治議事廳的議場內，那天我確實講話有比較大聲，不過本席相信自己的素養，雖然我是鄉下人，我在善化、在地方上跟好朋友說話時可能會習慣說些口頭禪，但是我在這個民主的殿堂裡面，我還是知道該如何問政，畢竟我已經做了 38 年，不是自吹自擂，我知道什麼話該說、什麼話不該說，我自己應該都拿捏得很好，所以媒體寫我向你飆國罵……當下我有向你飆國罵嗎？你有印象嗎？
地政局陳淑美局長,我是沒有什麼印象了，這個部分我也不予評論。
李文俊議員,好，沒關係。媒體也要秉著良心，雖然我跟媒體的來往沒有很熱絡，但是說實在話，媒體今天寫出去以後，一定會讓普羅大眾都能感受得到，媒體現在這樣寫，他不認識我李文俊的處事為人就開始攻擊我，把我寫得很不好聽，我知道，這點我也不怪罪誰，不過我認為飆國罵的這個問題，我尊重性平，我相信我不會對女性長官飆國罵，這點我還拿捏的非常好，因此要在這裡澄清，我知道我那天講話是有比較大聲，因為那天我很生氣，由於你們開的考核專案小組，應該要講的就去講，如果是為了曠職半天要做懲處，這都沒有問題，不過這之外的話就不要再多說，我告訴你們，身在公門好修行，那天開完會之後導致了黃姓員工的身心受到創傷，他還跟我說這帶有一點職場霸凌，這個部分他還去看身心障礙科，我希望媒體不要再一直攻擊他，他現在已經在看身心障礙科了，可憐他、同情他一下，我在這裡呼籲，不要再對他造成二次傷害，這點我在這裡拜託地政局，你該澄清的也要稍微幫他澄清一下，他是曠職半天，如果司法走到最後有問題，不用輪到地政局、市政府去講，他自己就應該要知所進退，現在我在這裡跟你這樣說，局長，你了解我的意思吧？
地政局陳淑美局長,議員，這個部分我們都會依法辦理。
李文俊議員,好，局長請坐。市長，我覺得我們員工的素質還要再加強，長官跟部屬說話時的用字遣詞都還需要再加強。
黃偉哲市長,跟議員報告，我們目前的各級主管，從股長到課長、科長，包括主管層級，都有定期的在職訓練，這個在職訓練不是只針對他們的專業來加強，對於單位領導的部分，我們也會再加強。
李文俊議員,我是覺得……講實在話，今天員工如果有一些小瑕疵，我們應當進行輔導，讓他步入較好的軌道，我相信輔導重於苛責，能夠輔導的，我們可以輔導他，比起指責、苛責，效果會比較好。
黃偉哲市長,我知道，對應到教育上，我們也希望用輔導代替處罰，對於公務員團隊來說，我們也希望團隊越來越好，所有的懲戒都只是一種手段，我們希望少一點懲戒，除非依法規定，或者違反到法規而必須做出懲處，除非如此，否則我們都會儘量輔導。
