speaker,content
主席沈家鳳議員,現在已達法定開會人數，本席宣布會議開始。市府環境保護局許局長、政風處高處長、法制處尤處長及各科室主管、新聞媒體、本會同仁，各位鄉親朋友，大家好！今天是 112 年 5 月10 日星期三，進行的議程是環保衛生部門業務報告及質詢。由環境保護局、政風處、法制處進行業務報告。今天市府沒有人請假。請環境保護局許局長至報告台進行業務報告，報告前請先介紹各科室主管。
環境保護局許仁澤局長,業務報告(略)
主席沈家鳳議員,請政風處高處長至報告台進行業務報告，請介紹各位主管。
政風處高伯陽處長,業務報告(略)
主席沈家鳳議員,謝謝政風處高處長，接下來請法制處尤處長做業務報告，請介紹各科室主管。
林美燕議員,我們 9：30 開始，現在已經 10：10 了，我希望各局處在做簡報、工作報告的時候就簡單扼要，不是一直唸，好不好？不然現在法制再 20 分不是要 10：30 了嗎？請處長注意一下。
主席沈家鳳議員,好，請處長精簡報告，謝謝。
法制處尤天厚處長,業務報告(略)
主席沈家鳳議員,現在各局處已經報告完畢，現在進行業務質詢，請議事人員宣讀〈質詢辦法〉。
主席沈家鳳議員,台南市議會議事人員：
主席沈家鳳議員,依據本會〈議員質詢辦法〉第 3 條第 2 項第 2 款規定，環保衛生委員會議員優先第一輪質詢，時間為 5 分鐘。第二輪採不分委員會依議員登記順序質詢。環保衛生委員會議員質詢時間為 5 分鐘，非環保衛生委員會議員質詢時間為 3 分鐘。如環保衛生委員會議員於第二輪質詢中始到場，主席應讓該議員優先於下一位議員質詢，時間為 5 分鐘。第三輪以後依登記順序，每一位議員質詢時間均為 5 分鐘。
主席沈家鳳議員,議員發言時間結束後不再延長時間，原則上午 11：00 休息 10 分鐘，中午 12：30 結束休息。以上若沒有意見，我們開始登記發言。請朱正軒議員第一輪發言。
