speaker,content
主席郭鴻儀議員,開始會議。臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士、先生，以及本會各位同仁、電視機前關心臺南市政的好朋友們，大家早安、大家好。今天是11 月14 日星期二，也是本次定期會第20 次會，上午議程為市政總質詢。今日林志展副議長以書面質詢，所以議員質詢順序為施余興望議員、林燕祝議員。因為手語翻譯的關係，原則上我們每50 分鐘休息10 分鐘，首先請施余興望議員質詢，時間50 分鐘，施余興望議員請。
施余興望Tjakumay Tagaw 議員,謝謝主席。黃市長、方秘書長、各局處首長、新聞媒體、議會同仁及各位市民好朋友，大家好。今天我的市政總質詢將針對以下幾個議題向市府請教。第一是臺南市菁英運動選手的訓練補助計畫、第二是原住民族語言能力認證測驗通過獎勵計畫、第三是臺南市原住民族發展及保障的自治條例、第四是反歧視法。
施余興望Tjakumay Tagaw 議員,質詢之前我們先看影片(新聞報導：
施余興望Tjakumay Tagaw 議員,"臺中市運動局為留住運動績優人才，特別制定《臺中市績優選手培訓獎助金辦法》，全國賽奪牌選手除了能獲得固定奪牌獎金外，未來每個月還有另一筆培訓獎金可以拿。此作法不是只有臺中才有，目前臺北、新北、桃園及高雄都有相關辦法。以全運會來說，個人賽金牌選手每月培訓獎金1 萬2,000 元，銀牌及銅牌分別是4,000 及2,000 元；團體賽奪牌的選手也有培訓獎金，因全運會每2 年舉辦1次，所以獎助期間為2 年，即可領24 個月。運動局局長說，市長盧秀燕看見臺中市代表隊表現優異，除了奪牌獎金外再新增培訓獎金，希望可以更加照顧運動員，讓他們無後顧之憂留在臺中市，繼續投入訓練……)。"
施余興望Tjakumay Tagaw 議員,"我們都知道，運動員臺上1 分鐘，臺下10 年功。為了培育運動選手，許多家長都有不為人知的辛酸，除了長時間的訓練外還要投入不少金錢。很多基層運動員長期缺乏關注，所以本席呼籲市府，應正視資源的分配及基層運動員長期的培育。局長，你先坐，我講完之後你再回答。我彙整出六都績優運動選手訓練補助金發給辦法一覽表，這是全國運動會的部分。全運會六都都有，我依臺南市的法規內容，自己去揣測應該是這個金額及日期，待會我再請局長說明，這是全運會的部分；全國大專運動會，目前我的資料只有臺北市及桃園市有選手訓練補助獎金；再來是全中運，全中運六都都有，唯獨我們臺南市沒有訓練補助金的發放。在爭取補助金之前，我前往採訪了家裡有運動選手的族人們；有位單親媽媽，家中有5 名小孩，其中3 個兒子是跆拳道選手，她說每個孩子每月的訓練費用是2,800 元，3 個孩子加起來，1 個月就要8,400 元。孩子在國內比賽時，教練還要收每位4,000 元，包含報名費、住宿費及車費，有時還要再付比賽的保險費。這3 個孩子的比賽成績都不錯，等一下我會將成績呈現出來，有時他們也會需要到國外移地訓練，到韓國需要3 萬元，到大陸需要1 萬8,000 元。媽媽說，他們只領過奪牌獎金，而且是全國性的賽事，並未領過其他補助金。"
施余興望Tjakumay Tagaw 議員,但奪牌獎金根本不足以平衡其他比賽費用，包含報名費、住宿費、車費、每個月訓練費及生活費，這些他們都沒有領過。接下來我們看看這3 個孩子的成績；晝面上這是大哥的成績，現在是高二，得過全中運金牌及全第4屆 第2次定期會 市政總質詢  822原運銀牌等。我與他談過，我問他高中畢業後有何打算，他說未來的計畫是報考自願役，原因是訓練、比賽花費太多錢，他想早點賺錢協助家計。其實他不是第1 個案例，之前他的學長、學姊，有很多人都放棄訓練，報考自願役；接著這是二哥的成績，二哥得過全原運金牌、全中運銅牌等，成績都不錯，他現在高一，未來規劃也是去報考自願役，要補貼家計；這是國小六年級的弟弟，得過臺南市跆拳道對抗賽銅牌、中小學校的金牌、南瀛盃的金牌、高雄市旗山體育會理事長盃的金牌、嘉義市全國跆拳道錦標賽金牌。這3 名兄弟在跆拳道比賽的成績都非常優秀，但因為我們沒有給予關注和相關補助訓練，所以大哥、二哥都準備放棄訓練。
施余興望Tjakumay Tagaw 議員,目前我們的補助計畫好像只有全國運動會才有，希望市府可以修正訓練補助金的發給辦法。其實這個執行方式非常複雜，我研究了很久，一直看不出來它是怎樣去發放？
施余興望Tjakumay Tagaw 議員,達到什麼樣水準的選手，才能領到訓練補助金？而且發放方法也很特別，還要經過什麼考核。其他縣市的補助辦法很簡單，全原運金牌多少錢，發2 年，銀牌多少、銅牌多少；全中運是每年舉辦的，金牌多少錢，發1 年，銀牌多少錢，發1 年，個人的、團體的分別是多少，就這麼簡單。其他各縣市訓練補助金的執行計畫都非常簡單，不像我們臺南市，制定得非常複雜，這部分請體育局說明一下，你們的補助方式到底是怎樣執行？
體育局陳良乾局長,"謝謝議員的關心，其實剛才的影片有點誤差，六都都有培訓經費，就是參加全國運動會之後都有培訓經費。臺南市每月的待遇有3,000 至2 萬元，剛才議員有提到考核部分，為什麼要考核，是因為我們擔心選手領了培訓經費後，沒有再繼續訓練，其實用意是要給予一點鞭策，希望選手能繼續住前邁進。再則，我們全中運部分的培訓經費，是發給金牌選手及破紀錄選手。"
施余興望Tjakumay Tagaw 議員,局長，你講的是臺南市菁英運動選手補助計畫？
