speaker,content
主席郭鴻儀議員,會議開始。臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士先生，以及本會各位同仁、電視機前關心臺南市政的好朋友們，大家早安、大家好。今天是5月22日，也是本次定期會第7次會議。上午議程為市政總質詢，今天議員質詢的順序為邱昭勝議員、沈家鳳議員、陳秋宏議員，因為手語翻譯的關係，原則上每50分鐘休息5到10分鐘，首先請邱昭勝議員質詢，時間50分鐘，邱議員請。
邱昭勝議員,感謝主席。市長、方秘書長、各局處首長，大家早安，大家好。市長，首先恭喜你，我今天早上看到一則報導，你的施政滿意度70%，比我們賴總統還高，恭喜你。
黃偉哲市長,不好這樣比，如果這樣的話，別人80%。
邱昭勝議員,不會，70%算不錯，排在很前面，恭喜你。
黃偉哲市長,幸好現在沒有要選舉。
邱昭勝議員,所以今天我要求的一些問題，麻煩市長儘量解決。
是邱昭勝議員,感謝市長。
黃偉哲市長,就算滿意度沒那麼高，也會幫你解決。
邱昭勝議員,感謝市長。請教農業局局長，有關安南區肉品市場的遷移進度，這已經非常多年了，麻煩你跟我說一下進度如何？
農業局李建裕局長,感謝議員提到這件事情，肉品市場要遷移這件事，以前的賴前市長，就是現在的賴總統，他在當市長時就已經決定，這是一個既定政策。這幾年來我們都照著既定政策的規劃走，現在牛隻屠宰線已經改好了，差不多今年9 月，這邊的牛隻屠宰商就可以遷到新的屠宰線去。遷移之後，後方的廢水廠，我現在說的是善化廠，廢水廠跟新的豬隻屠宰線，在 114 到 117 年有一個中程計畫，我們要向農業部爭取一筆 2 億多元的經費，經費下來之後，整個善化場的建設就能完成，到時就能順利進行一些遷場工作。
邱昭勝議員,"沒有，106 年就編列了一筆1 億5,000 多萬元的預算，要讓你們遷場到善化，到現在這1 億5,000 多萬元跑去哪裡了？"
邱昭勝議員,第4屆 第3次定期會 市政總質詢 263農業局李局長建裕：
邱昭勝議員,"向議員報告，如我那時候跟你報告過的，要先處理牛隻屠宰線，但當時剛好遇到物價指數高漲，所以光是牛隻屠宰線就花了1 億多元。因為物價調漲的緣故，肉品市場與廠商解約，剩下差不多6,000 多萬元，我們後續會用這6,000 多萬元作為自籌款，再跟農業部爭取一筆近2 億元的經費，希望後續可以把這3 條豬隻屠宰線跟廢水設備改善好。"
邱昭勝議員,如果爭取不到的話，就不用遷移了嗎？
農業局李建裕局長,一定有的，因為我們自己的自籌款都編列好了。
