speaker,content
主席周嘉韋議員,會議開始。臺南市政府黃偉哲市長、方秘書長、各位局處首長、新聞媒體各位女士先生、本會各位同仁，以及電視機前關心臺南市政的朋友們，大家早安、大家好。今天是 6 月 19 日星期一，也是本次定期會第 20 次會，上午議程為市政總質詢。向大會報告請假的市府官員，秘書處李朝塘處長，由劉啓崇副處長代理。議員質詢順序為陳秋宏議員、陳碧玉議員、林燕祝議員。因手語翻譯關係，原則上每 50 分鐘休息 5 到 10 分鐘。
主席周嘉韋議員,首先，請陳秋宏議員質詢，時間 50 分鐘，陳議員請。
陳秋宏議員,謝謝主席。黃市長、方秘書長、各局處首長、媒體好朋友，還有觀眾朋友大家好。
陳秋宏議員,今天是本席第 4 屆第 1 次定期會的總質詢，請大家多多指教。首先要感謝市長及勞工局，優良企業需要營造友善的職場，正氧精密企業之前暗助一名已故員工的家屬，因為員工癌症過世，他的子女都是由董事長協助就學，所有的學雜費都是由他們公司支出。我想，友善的職場能夠帶動好的工作氛圍，吸引更多好的員工。特別感謝勞工局局長頒發「樂善濟貧，暖心企業」的獎狀，我們一定要好好推廣；也感謝黃市長在第一時間，指派局長表達我們的善意。
陳秋宏議員,6 月 10 日屏東三地門發生了芮氏規模 4.9 的地震，臺南市唯一受損的可能就是麻豆區的一間三合院。感謝市長第一時間指派勞工局局長去現場關心，也有很多志工去協助維護、維修。在此我也要特別感謝局長，第一時間就帶著志工朋友來幫忙整修受災戶的房子，恢復好環境，特別感謝你。希望我們每個人的家園，都能有最佳、最安全的居住環境。再來，麻豆區有二所大學陸續廢校，我們從去年 5 月陪著學生們在校園裡抗議，希望不要馬上就停校，讓還在就學中的學生畢業後再停校；但我們所有的努力都白費了。
陳秋宏議員,去年 5 月陪著 818 名學生在學校抗議請命，希望能夠讓這些小朋友在這邊畢業後再停校，或許還可以有一線生機，把這個學校留下來。我想我們的努力不夠，教育局，雖然這是教育部的問題，但局長有協助這些學生嗎？
教育局鄭新輝局長,議員從去年就很關心，雖然這是教育部主管，但我們也不斷向教育部反映，希望能妥善照顧師生。現在它是納入輔導，輔導期到明年，今年學生剩下大二、大三，初步瞭解大概還有 40 位，這個月針對學生未來的就學、轉學也召開了相關會議，當然其他大學也都蠻歡迎他們的。
陳秋宏議員,當然，大學現在找不到學生，是歡迎的；但有些學生的科系轉移、學分的重新認定，還有要重新修學分的，面臨種種的問題，教育部既然不管，教育局一定要協助這些同學，讓他們能夠得到妥善的照顧。包括未來的轉系，因為系別不一樣，到別的學校可能要重修學分，這方面希望教育局能協助這些學生，真的照顧到他們，讓他們到新的地方能適應，安心畢業。
教育局鄭新輝局長,是，我們持續跟教育部聯繫。
陳秋宏議員,我 6 月 10 日參加了他們的畢業典禮，抱著一個很沉痛的心情去參加演講；學生的辛酸，真的有些人都流下眼淚，不只是畢業生而已，還有場外的在校生。他們在場外做一個「斬首行動」，本來預計要鬧、抗議這個學校，經溝通協調後，他們只畫了幾個圖卡，沒有在學校拉布條抗議。這些學生都蠻有規矩的，希望好好對待他們，不要讓這些還沒畢業的學生權益受損，否則會成為他們心中的怒恨。
教育局鄭新輝局長,是，可以理解。
陳秋宏議員,希望局長多關心一下。
教育局鄭新輝局長,是。
