speaker,content
主席李宗霖議員,市府交通局王局長、各科室主管及新聞媒體好朋友，大家早，今天是9月27日星期五，議程為保安部門交通局業務報告及質詢，早上開會時間到12時30分，下午1時30分至5時30分，相關的書面資料已經放置在各位議員桌上，請大家參閱。交通局今天沒有請假的官員，現在請議事人員宣讀質詢辦法。
主席李宗霖議員,議事人員：(略)。
主席李宗霖議員,好，依照議事的日程表，上午質詢時間到12時30分結束，等一下預計在10時20分、11時20分各休息10分鐘，以上，如果沒有意見，現在請局長進行業務報告，報告前請局長先介紹各科室主管，請王局長。
交通局王銘德局長,(略)。
主席李宗霖議員,依照議事日程表上午質詢時間到12時30分結束，等一下預計在10時20分、11時20分各休息10分鐘，現在請各位同仁按燈發言，來，第一位議員請郭鴻儀議員發言。
郭鴻儀議員,好，局長，仁德地區的鐵路立體化可行性研究是我最關心的一件事，本來是8月底之前還要召集相關單位來研商，對不對？現在又延到9月底，9月底是什麼時候？
交通局王銘德局長,已經初步向副市長報告過一次，副市長指示就可以召集財主、都發、地政相關單位來研商。
郭鴻儀議員,是什麼時候要開？
交通局王銘德局長,9月30日會開。
郭鴻儀議員,9月30日，真的是月底，當然還是希望再透過一些專家、學者，或者是市府的態度來跟中央來討論這件事，否則以臺南仁德區來說，兩個很重要的入口都會出現問題，一個是保安路的潭稅地下道，第二個就是中正路的平交道，這永遠是仁德人的痛，所以你們要更用心，交通部那邊其實我們也要透過一些協調跟他們討論，好不好？局長，以前地下化的目的，與現在地下化的目的或鐵路立體化的目的都不一樣，每一個階段都不一樣，階段性的任務都完成了，但是整個社會的變遷，現在的觀念理念都不一樣了。
交通局王銘德局長,初步跟議座回應，工程上已經找出可以消除這兩處地下道及平交道的工程手段，整體的財務計畫我們也已提出方案，再請府裡面相關單位來支持。
郭鴻儀議員,好，謝謝。另外一點，藍線及藍線的延伸線，它們是密不可分的一條線，藍線目前如果做到仁德崁腳那個地方，其實對仁德人來說沒有什麼意義，對新豐區來說沒什麼意義，就是到東區的邊界而已，所以延伸線的部分也要趕快迅速的推動，從可研結束之後，通過了之後，現在的綜合規劃和環境影響評估也要趕快進行。
交通局王銘德局長,正在做。
郭鴻儀議員,已經在做了嗎？
交通局王銘德局長,已經啟動了。
郭鴻儀議員,已經啟動了，對不對？因為現在細設部分，第一期藍線的部分已經在動了，希望趕快加緊腳步跟上，這樣才有意義，這一條線如果能夠早日可以接到高鐵站或者是接到關廟國中，是我們最期待的一件事情。好，另外仁德停4這個部分，目前招商的狀況？有沒有所謂的潛在廠商會來投標？
交通局王銘德局長,向議座報告，臺南地區的招商說明會及臺北區招商會都辦完了，臺南地區大概有幾家，當然顧問公司也都有邀請來參加，目前看起來是樂觀的。位置、地點及未來的發展性都值得期待，甚至北部地區還熱烈一些，不過我在會議上都鼓勵在地的投資廠商，應該要留給……
郭鴻儀議員,所以潛在的廠商還是有？有突顯出來的潛在廠商，是不是？6年前我就一直提起這件事情，6年前我就一直在推動停4一定要做，因為再經過幾年之後，這個地方的人口一定會成長，地區的發展一定會上來，所以一定要接上，結合現在捷運線的開發和發展。
交通局王銘德局長,是，預計月底或是下個月初、中旬以前，就會開始辦政策的公告，政策公告之後有提案進來，就會知道有沒有潛在廠商。
郭鴻儀議員,局長，在今年的審計報告裡面有點出幾個問題，當然審計處是要求我們更進一步的精進或改善，像公車的部分，公車使用率的部分，其實使用率下降，而且補貼的金額每一年都在增加，對不對？處長。
公共運輸處吳俁之處長,報告議座，審計的資料是疫情那幾年比較嚴重的時候，這兩年都在回升。
郭鴻儀議員,但是審計是112年的……
公共運輸處吳俁之處長,去年補貼金額是下降的，搭乘率比前一年度更提高了13％。
郭鴻儀議員,還是要加油，這是為捷運的推動在做基礎，基礎不好，搭乘大眾運輸的人口不多，民眾不搭乘大眾運輸，這就很奇怪了，未來的……
主席李宗霖議員,接下來請本委員會的黃肇輝議員發言。
黃肇輝議員,謝謝主席，好，局長，今天真的是只有交通局獨撐大樑，好，首先就交通重大建設先詢問一下，關於鐵路立體化延伸至永康地區，我看到報告上面8月20日已經函請交通部再轉給國發會。
交通局王銘德局長,交通部已經幫忙轉給國發會了。
黃肇輝議員,這一次有沒有信心？我們可以在今年年底……
交通局王銘德局長,向議座報告，同仁都很積極的去追，前幾天也打電話去國發會問，國發會表示他們已平行發給各單位提供意見，還有一些單位的意見還沒有回來，視意見回來之後，再看看是書面核定就好，還是還要再開會研商，我們是期待不要再開會研商了，因為已經開了好多次會議了，意見也來來來回回很多次了，所以他們如果可以收斂完，我們其實都已經依他們的意見收斂改完提供了，所以他們如果可以收斂完，就可以儘速審理核定。
黃肇輝議員,最主要是差在什麼地方？
交通局王銘德局長,程序上他們要再請各單位表達一次意見。
黃肇輝議員,所以現在就只要蒐羅各單位意見的狀況，應該不會再有什麼……
交通局王銘德局長,目前看，因為各單位意見拿過很多遍了，同樣意見也一直在提。
黃肇輝議員,我之前已經講10年了，如果過了今年就要超過10年了，這個案子真的是很重要的交通計畫，就差在這個，如果這個過了，後續新市那邊其實也可以比較順利，對不對？okay，希望局裡面再加油。
交通局王銘德局長,我們會再積極跟國發會來做聯繫。
黃肇輝議員,第二個，我覺得今天應該會有很多議員提到這件事情，前幾天，12小時之內有2起剛好都類似的狀況，大車右轉然後撞到了直行的機車，這時候網路上面就開始有討論了，到底是車種分流好還是要車向分流好？我看到新聞報導局裡面也有表達意見，但是現在臺南市特別是在原市區裡面，道路其實都不太大條，要做這種標線，道路標線如何去引導車輛，然後減少意外發生，當然這算是一個很關鍵的前期，駕駛人本身的駕駛習慣還有交通安全意識其實是更重要的，我在去年第一次大會的時候也有提到，就是很多人覺得要取消機慢車專用道，然後讓右行道可以變成一個專用的右行道，目前這個規劃，在去年5月16日業務報告的時候，剛好也是交通局業務報告的時候也有提過，現在當然還是保留有機慢車道，但是要到入口的時候，因為我自己常常開這條路，發現我要右轉的時候，其實要先跟機車搶道，我都很擔心，右轉其實現在車子的視線死角還蠻多的，要小心看一下有沒有機車衝出來，然後再進入道路，我覺得道路小，如果汽車要匯入右轉道，就是變成要進入機慢車道的時候，機慢車道有點小，或者說有點短，像附近的中華西路要進入府前路，很窄又很短，什麼時候要切入，太早切入好像會違規，太慢切入又太慢了，有時候真的是會有一些困擾，希望經由這次的事件，出現各種各式各樣的聲音，交通局是專業，前面報告很多博碩士都是專業，如何在專業與實際行車安全上，每個人都有行駛的習慣，就我自己有開車也有騎機車，當然我覺得有些機慢車道還是需要保留，但是危險就是在路口的部分，以我身為一個汽車駕駛的角度來看，路口如果要右轉的話，真的每次都要很小心，就是可能要先併入到機慢車道，然後在轉的時候要小心一下，局長，剩下10幾秒讓你說明一下好了。
交通局王銘德局長,向議座報告，小心是一定必要的，當轉向行為要發生的時候，是最容易產生衝突的時候，所以一定要小心，您說爭道，我覺得應該不算是爭道，而是……
主席李宗霖議員,謝謝黃肇輝議員，接下來請IngayTali穎艾達利議員發言。
IngayTali穎艾達利議員,謝謝主席，交通局局長，我想除了先進交通工具之外，這幾年臺南蠻注重的一個議題，應該就是YouBike的部分，對不對？有關YouBike的部分，首先第一個就是今年度做了後擴的部分，後擴的這些量大概什麼時候會完成建置？
交通局王銘德局長,目前正在議約，對不對？
綜合規劃科莊惠忠科長,報告議座，現在在議約，等完成簽約程序之後，就可以派工。
IngayTali穎艾達利議員,"所以之前記者會的時候，公佈的數字不一定準確？就是所謂增設125站，1,200輛。"
綜合規劃科莊惠忠科長,數字是對的。
交通局王銘德局長,這個數量已經確認了，現在在議約文字的細節。
IngayTali穎艾達利議員,怎麼樣的細節？支付費用的細節嗎？
綜合規劃科莊惠忠科長,應該是說目前簽會市府的法制處，協助我們在條文上有一些更完整的修正，基本上，對於數量應該是不會去變動。
IngayTali穎艾達利議員,"Okay，你想想看之前這個案子從執行到完成所謂500站的5,000台車，其實花費的時間滿短的，對不對？這個效期是8年的契約，換言之，這個過程當中，即便後擴的合約增設125個站1,200台車，這個量可能也很快會用完，因為這是擴約的範圍，你們準備怎麼辦？是要再另外新訂新約，還是要去檢討現有的站點？"
交通局王銘德局長,向議座報告，參考臺中、高雄的經驗，就是如果有需要再增加站點及車輛的服務，會另外再辦理採購契約。
IngayTali穎艾達利議員,就你們自己的研究分析來說，目前所設的站點大概是什麼樣類型的站點使用量會比較高，或者是比較低？
綜合規劃科莊惠忠科長,向議座報告，當然就是以車站、校區，還有一些比較著名的商圈使用量會比較多，使用率比較待加強的，就是比較偏鄉或者是深入各社區裡面，因為一般其可見度比較不高，需要慢慢培養運量。
交通局王銘德局長,除了生活型態和出行的需求之外，其實網絡的密集度，設的站點密集度也有影響，所以現在擴約階段，就是希望優先把市區的密集度提升。
IngayTali穎艾達利議員,是，我想它畢竟還是一個交通工具，以交通工具來說，會按照需求度來做調整，它並不是一個奢侈品，不是今天我有騎過我就比較厲害，我沒騎過我比較怎麼樣，還是按照需求度，就目前6個月內有效數字大概400多站，400多站裡面就是按照所謂的每一個站點，每一個車柱可以提供出借的借出數來作比較，這是前14名，這個是後面，也就是比較沒有人騎的部分，這個表格的意思並不是如果比較少用的是不是就要取消掉，並不是這個意思，而是相反的，首先第一個，針對比較常用的站點，表示附近經常使用的交通工具是使用自行車，所以路網，也就是所謂過去說的自行車交通線到底出來了沒有？是不是可以擺在使用量較為頻繁的地方，趕快去把自行車專用道或是包含它的行穿線先確定下來，到底有沒有這個規劃？
綜合規劃科莊惠忠科長,向議座報告，目前針對自行車的使用量，已經著手在進行臺南市區通學、通勤自行車道的規劃作業，這個計畫因為剛簽完約，預計會先針對市區通勤通學的路線。
IngayTali穎艾達利議員,什麼時候要做？多久可以做到什麼程度？給一個答案，好不好？相對的，如果使用量是比較少的，怎麼辦？不可能拿掉，要做怎麼樣的調整？有沒有一個方向？
交通局王銘德局長,向議座報告，臺南市幅員大，城鄉的生活形態差距大，所以在比較鄉村型的，還是希望優先設站，設站之後，透過慢慢的引導，希望能夠找出比較適合的pattern去設站，因為不可能設得像市區這樣的密集，因為人口居住就不是如此密集分佈的程度，我想怎麼樣……
主席李宗霖議員,謝謝IngayTali穎艾達利議員，接下來請朱正軒議員發言。
