speaker,content
主席余柷青議員,臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士、先生、本會各位同仁，以及電視前關心臺南市政的朋友，大家早安、大家好！今天是11 月21 號星期二，也是本次定期會第24 次會議，上午議程為市政總質詢-自由發言。邱莉莉議長、林志展副議長及許至椿議員以書面質詢。
主席余柷青議員,向大會報告，自由發言每位議員質詢時間為10 分鐘，因議程較為緊湊，我們原則上不再延長發言時間。各局處未及答詢的部分，請在會後以口頭或書面向議員說明。首先請蔡宗豪議員質詢，時間10 分鐘，蔡宗豪議員請。
蔡宗豪議員,謝謝主席。市長，最近選舉要到了，有很多輿論，你知道選舉的相關規則？
黃偉哲市長,對，因為我也曾參與選舉過，所以比較會注意到。
蔡宗豪議員,市長，大概是何時才開始擺放你的相關廣告文宣？例如帆布或旗子。
黃偉哲市長,因為我選第二任連任時，太過自信了，所以比較晚。
蔡宗豪議員,八年前。
黃偉哲市長,八年前比較早。
蔡宗豪議員,比較早是多早？會在二、三個月前嗎？
黃偉哲市長,誠實告訴你，2016 年1 月16 日選完立委，1 月17 日就有市長候選人的公車廣告出來了。
蔡宗豪議員,針對這部分，請教環保局局長，這個資訊大家應該不太知道，因為沒什麼布條放在外面，沒有張貼在市政府的廣告公布欄，但是身為國家領導人的副總統，可以在新光三越施工工地旁掛總部成立的布條，局長，這樣是對的嗎？可以嗎？可不可以？我時間有限。
環境保護局許仁澤局長,當然我們有自治條例……
蔡宗豪議員,局長，可不可以？需不需要拆？
環境保護局許仁澤局長,第4屆 第2次定期會 市政總質詢  1這應該是拆掉。
蔡宗豪議員,要拆就代表不可以，所以副總統帶頭做壞榜樣，不是嗎？選舉怎麼可以選到這樣，這是11 月4 日辦在仁德卻掛在中西區，我不知道是擔心沒有人會去還是怎麼樣？為什麼張貼成這樣？很誇張。市長，你有話說？
黃偉哲市長,你講得對，如果我們要處理的話所有的總統、立委候選人都要一視同仁。
蔡宗豪議員,沒有錯。
黃偉哲市長,包括建築廣告也要處理，因為這是非法廣告。
蔡宗豪議員,市長，不好意思，我請教一下，畫面上這樣可以嗎？在民政局里內的公告欄，這樣是可以的嗎？為什麼市政府不要貼？
