speaker,content
主席陳秋宏議員,臺南市政府黃偉哲市長、方秘書長、各局處首長、新聞媒體各位女士、先生、本會各位同仁，以及電視前關心臺南市政的朋友，大家早安，大家好！今天是 6 月 2 日星期五，也是本次定期會第 9 次會，上午議程為市政總質詢，議員質詢的順序為余柷青議員、林美燕議員、方一峰議員，因為手語翻譯的關係，原則上每 50 分鐘休息 5 至 10 分鐘，首先有請余柷青議員質詢，時間為 50 分鐘。
余柷青議員,感謝陳秋宏主席，謝謝。今天是 2023 年 6 月 2 日，也是柷青當選後第一次總質詢，黃市長早、秘書長早，以及各位局處首長大家早安，我相信臺南市是一個適合談戀愛做夢，而且可以好好生活的一個地方、環境，通常我要質詢的時候，都覺得會有一種血路不順、內心鬱悶的症狀，希望等一下質詢完，可以讓我打通任督二脈及中氣十足，我建議市政的部分，希望各局處的局處長及市長都可以一一改善，以上，我今天的總質詢準備開始。市長，不好意思，早安，你的故鄉在哪裡？
黃偉哲市長,七股區。
余柷青議員,七股區，是一個海邊，養蚵、漁民的地方。
黃偉哲市長,還有很多，七股區也有種紅蔥頭。
余柷青議員,七股區的舊名叫什麼？七股塭仔。
黃偉哲市長,七股寮仔。
余柷青議員,七股寮仔、七股塭仔，謝謝市長，請坐。民政局長，你的故鄉在哪裡？
民政局姜淋煌局長,下營區。
余柷青議員,下營區，以前就叫下營嘛！
民政局姜淋煌局長,海墘營。
余柷青議員,海墘營，對不對，大家都記得。還有秘書長，故鄉在哪裡？
余柷青議員,方秘書長進呈：
余柷青議員,故鄉，你說我居住的家嗎？
余柷青議員,以前小時候居住的地方，印象最深的地方。
余柷青議員,方秘書長進呈：
余柷青議員,我小時候居住的地方是龍崎區。
余柷青議員,龍崎區以前的舊名叫什麼？
余柷青議員,方秘書長進呈：
余柷青議員,舊名，有的叫番社。
余柷青議員,番社，所以大家都還記得。秘書長，請坐，謝謝。現在新化區在日常生活中遇到一個 30 米道路的問題，這條也是在新化區唯一的 30 米道路，前一陣子，新化區戶政事務所請民政局局長來找我討論，這條 30 米的外環道路要改成楊逵大道。
