speaker,content
主席蔡育輝議員,本會汪秘書長、傅主任、梁主任，臺南市政府黃偉哲市長、方秘書長、各局處首長，本會同仁、新聞媒體各位女士、先生，大家好，今天是 5 月 29 日本次定期會第 5 次會，上午質詢的時間是蔡秋蘭議員、許至椿議員、朱正軒議員，依大會通過的會議紀錄，每50 分鐘休息 10 分鐘，根據議事規則的規定，不管是市長、各局處首長等都一定要依照議事規則，不得搶答、反質詢，也拜託議員同仁依議事規則，質詢範圍以市政監督為原則。
主席蔡育輝議員,現在請蔡秋蘭議員開始質詢。
蔡秋蘭議員,謝謝主席蔡育輝議員。汪秘書長、市府黃偉哲市長、方祕書長及各科室局處長，秋蘭在這邊特別要跟黃市長以及各科室互相探討，每次定期會所提出來的建議，都是盼望各科室可以逐一完成，本席也有很多的案件要跟市長討論。六都之各市都是非常讓人關注與重視的院轄市，本席不管走到哪裡，第一想要看的就是道路，我們到每一個都市，首先就是坐著車子去看道路是不是平坦、舒適。市長第一屆就職到現在，無論是農業、地政或工務等許多的公文，完成不到 5%，許多的道路也都沒有鋪設完成，本席要請市長看一下，我們合併到現在已經第 6 年了，大北門區南 26 縣道路從西港佳里透過大潭往青山漁港跟將軍漁港，非常的長，也非常重要，但整條路實在很醜很難看！我的服務處成功路再過去是光復路然後是南 37 縣，南 37 縣是佳里往塭子內到七股交界的樹林里的道路，這條非常非常難看，曾經有外縣市的議員打電話跟我說：議員，妳任職這麼久了，這條南 37 縣這麼醜怎麼沒有來處理。我的顏面盡失，這條路已經提出很長一段時間了，局長也有建議用前瞻計畫來做，但是我覺得太慢了，這條路拜託市長關心一下。
蔡秋蘭議員,再來是臺 19 線，原本轉彎過去後營檨子林的那條路是南 45 縣，現在改為南 44 縣，這條路也是很難看，市長，這都是大家常常經過的地方，而且這都是我們的路面，所以本席要拜託工務局，看看能不能儘量在今年完成。還有從劉厝經過塭子內往七股的南 41縣也非常的難看，這都是主要幹道，也是以前所說的重要縣道，我希望市長多關心一下，說實在的，雖然工務局面對的是 37 區，但也要注意到原臺南縣的縣道有很多都沒有改善，市長，這對我們的門面非常重要！請教市長，在將軍、佳里、西港有很多的木棉花樹，你有印象嗎？尤其是在將軍、佳里最多，木棉花的花朵掉下來會讓人滑倒，花謝之後會結種子，然後木棉花就像下雪一樣漫天飛舞，整個田都是棉花無法讓人耕作，而且還會飛到住家沾黏住衣服，對人體也不好，所以一些住戶跟民眾從以前開始都建議換路樹，市長，你看這個有什麼辦法可以處理？你簡單說一下。
黃偉哲市長,謝謝蔡議員，我們願意面對並處理，但是處理不是一時半刻的時間，而且這是典型的前人種樹後人乘涼，前人種錯樹後人受遭殃，現在問題不是要砍除的問題，而是這個樹很難移植，要砍掉的話馬上又會有一堆人來抗議。
蔡秋蘭議員,市長想想看有沒有什麼辦法，比如開花期之後鋸一段起來，不要讓它結成種子。
黃偉哲市長,好，我來請教植物專家，其實不只是木棉，還有很多樹對於通行以及市民的健康都不是好的。
蔡秋蘭議員,對，一些鄉親都有苦難言，鄉親找里長，他沒辦法解決，又跑來跟民意代表說，只好來拜託市長想想看有沒有比較好的辦法來處理。
黃偉哲市長,可能沒辦法一次全面處理，需要一段一段處理。
蔡秋蘭議員,對，最起碼也將它修剪，不要讓它有結種子的時候，否則飛到整條路都是。市長，拜託一下。
黃偉哲市長,是，謝謝。
蔡秋蘭議員,農業局長，北門區有在轉作，尤其是將軍、七股、北門、學甲等均屬鹽分地，很多鄉親在拜託，報紙媒體也有報導只要是種綠色的植栽就可以轉作，不過聽說有強調一定要種什麼才可以轉作嗎？
農業局李建裕局長,應該是說一期要種什麼、二期要種什麼，在一年的開始都會跟區公所農建課登記，包括休耕要種什麼或轉作，比如要種飼料玉米或其他東西等區公所都會有資料，議員說的是不是有部分的人種植之農作物，區公所還沒去勘查，還是區公所區勘查他還有種植其他農作物？
蔡秋蘭議員,不是，本席要建議的是七股、將軍、北門、學甲有些土地是鹽分地，我們可以從改良場或中央去反映轉作小麥，專家有研究過，小麥可以吸收鹽分進而改善土壤，本席要建議局長可以提供並推廣給農民，讓土地屬鹽分地的都可以轉作小麥來改善土壤，你看這是不是很好的辦法？
農業局李建裕局長,小麥的收成比較少，一分地可能只有 150、160 公斤，跟一般種紅蔥頭等作物相比收成可能比較差，但這是一個好事，可以改善土壤，會後我再找時間跟議員談談，看有哪一個部分的農民想要種植小麥的。
蔡秋蘭議員,因為北門、將軍的土壤比較鹹，所以一些農產品都種不起來，如果為了改善土壤，我們可以推廣小麥來讓他們做轉作。
黃偉哲市長,你這個建議很好，也願意來幫忙推廣，但是一般來說農民的年齡比較大，他們都習慣種稻米，現在卻需要改變原來的習慣。當然，我覺得這是很好的想法，包括現在正在輔導種高粱、雜糧、蕎麥等，你現在提到種小麥，我們願意來幫忙推廣，只怕它生產力不高，農民因為收入差就不種了。
蔡秋蘭議員,對，我們可以多少推廣一下，土壤改善的話未來種一些農產品的收成也會比較好。
黃偉哲市長,現在每季一公頃水稻要用的水大概 1 萬公噸，一年種兩季的話就 2 萬公噸，所以這部分我們也願意來輔導農民轉作。
蔡秋蘭議員,好，謝謝市長。工務局長，本席那天有跟里長去看佳里興鐵路旁的道路，它大概有5、600 公尺，它要種一些樹，每 5 米種一棵，公所發公文去跟你們要 81 棵，結果你們批准 50 棵，我覺得這樣差太多了，你是不是要去瞭解一下？
工務局蘇金安局長,這是我們自己的樹，但只有 50 棵所以先種 50 棵，其他不夠的再來找別種可以替代的補上，不同樹種應該沒關係，但最好是高度差不多的，我們來研究是不是要這樣做。
蔡秋蘭議員,局長，因為里內要把樹種的整齊且漂亮，我建議，不管是苗圃有多少，如果有稍微相似的就可以，拜託局長，不然本席親自從頭走到尾再走回來，結果公文批 50 棵，害我很丟臉，你知道嗎？
工務局蘇金安局長,好，我們會把空缺給補完整。
蔡秋蘭議員,"接下來要請教地政局陳局長，北門區以前都叫做西港重劃區，西港重劃區是從民國58 年開始的，中央就一直都有給地方一些拓寬道路的經費，以前 1 年經費大概都有 7,000萬元，直到 921 災變之後經費縮減，1 年剩下 4,000 多萬元，不過它有年限，比如做到58 年、59 年、60 年，之後這些就沒有補助了。將軍、學甲跟北門的重劃區有很多農路都只剩 3 米、2 米多，根本沒辦法運載農產品，所以要拜託局長，從地政局來爭取一些經費，你看從民國幾年可以開始？"
地政局陳淑美局長,跟議員報告，議員剛剛說的兩件，其中一件就是早期的部分都有給我們補助，西港也有，所以 112 年西港就有做一區早期農地重劃區的全面改善，另外民國 60 年以前做的農地重劃區就叫早期，因為早期的都修理得差不多了，現在我們也有跟中央爭取是不是可以放寬限制，比如民國 70 年之前，民國 69 年之前的也算早期，並請中央補助。第二點，佳里、七股、將軍、學甲的部分，從議員的相片看起來是路邊有長草且路面比較窄，這個部分我們再來會勘看看要怎麼改善，比如將草除掉，如果旁邊有擋土牆或是側溝要改善的，儘量改善完之後讓路面比較寬以便車子通過。
蔡秋蘭議員,局長，我有一個建議，原本有一個技士都在我們那邊服務，每一個議員如果有報備都會優先順序來批核，我希望這個動作要繼續做，可以讓每個議員都有權利來拿到經費。
地政局陳淑美局長,是，我們會繼續做。
蔡秋蘭議員,因為很多農作種植的長輩都需要道路改善，而且農產品收成後要運載也比較好處理，拜託局長關心一下。
地政局陳淑美局長,好，我們往這個方向來努力。
